"cid","name","parent_cid","level"
"50009864","碳酸饮料","50026398","三级类目"
"50009866","猪肉类","50008613","三级类目"
"50009878","料酒","124326002","三级类目"
"50009879","食糖","124326002","三级类目"
"50009880","花椒/八角/桂皮","50025674","三级类目"
"50009898","水果罐头","50050725","三级类目"
"50009899","莲子","50016820","三级类目"
"50009919","其它生肉制品","50050372","三级类目"
"50009943","泰国香米","50050578","三级类目"
"50009944","黑米","50050578","三级类目"
"50009945","糯米","50050578","三级类目"
"50009960","鞋套","50006528","三级类目"
"50009979","山药","50020275","二级类目"
"50009980","三七","50020275","二级类目"
"50009981","制何首乌","50020296","三级类目"
"50009982","雪莲","50020296","三级类目"
"50009983","黄芩","50015218","三级类目"
"50009984","当归","50015218","三级类目"
"50009985","不老草","50020296","三级类目"
"50009986","川贝","50015218","三级类目"
"50010018","清洁用品","50024097","三级类目"
"50010020","请柬","122950001","二级类目"
"50010021","红包/利是封","122950001","二级类目"
"50010022","礼金簿/签名册","122950001","二级类目"
"50010023","婚礼化妆/跟妆","50050471","二级类目"
"50010040","油污清洁剂","50012487","三级类目"
"50010041","布艺蛋糕/蛋糕毛巾","50008163","二级类目"
"50010042","糖盒/糖盒配件","122950001","二级类目"
"50010098","麻将桌","50008280","三级类目"
"50010099","伞/雨具/防雨/防潮","21","二级类目"
"50010101","烹饪用具","50016349","二级类目"
"50010103","毛巾/浴巾/浴袍","122852001","二级类目"
"50010111","油画","50012880","三级类目"
"50010158","夹克","30","二级类目"
"50010159","卫衣","30","二级类目"
"50010160","西服","30","二级类目"
"50010167","牛仔裤","30","二级类目"
"50010218","四轮推车","50022520","三级类目"
"50010238","洗护球","122950008","三级类目"
"50010239","人体秤/体重秤","2132","三级类目"
"50010259","连接线/转接线/延长线/数据线","50008179","三级类目"
"50010356","工艺船","50020808","二级类目"
"50010357","扇子配件","50010464","三级类目"
"50010363","许愿瓶/幸运星瓶","122968003","三级类目"
"50010364","海螺/贝壳/珊瑚","122968003","三级类目"
"50010367","音乐枕","50024109","三级类目"
"50010368","太阳眼镜","28","二级类目"
"50010392","孕产妇奶粉","50022517","二级类目"
"50010394","吊带/背心/T恤","1625","二级类目"
"50010398","其它防辐射","50012374","三级类目"
"50010399","(文胸-内裤)套装","50016687","三级类目"
"50010401","卷/直发器","50002768","二级类目"
"50010402","Polo衫","30","二级类目"
"50010404","服饰配件/皮带/帽子/围巾","0","一级类目"
"50010406","鞋包/皮带配件","50010404","二级类目"
"50010409","其它健康/保健/检测","50012083","三级类目"
"50010410","手套","50010404","二级类目"
"50010417","书报架","50008274","三级类目"
"50010419","叉/勺/筷套装","123002001","三级类目"
"50010420","养生茶","50020275","二级类目"
"50010421","花果果粒茶","124388001","三级类目"
"50010422","成人奶粉","50026316","二级类目"
"50010463","其他手动工具","50020487","三级类目"
"50010464","扇/迷你风扇/配件/冰垫/冰贴","21","二级类目"
"50010465","迷你风扇","50010464","三级类目"
"50010466","扇子","50010464","三级类目"
"50010467","便携购物车","122964001","三级类目"
"50010472","毛球修剪器","122950008","三级类目"
"50010485","期刊杂志","33","二级类目"
"50010511","饼干","50010550","三级类目"
"50010513","中式糕饼酥","50552001","三级类目"
"50010518","卫衣/绒衫","50008165","二级类目"
"50010519","夹克/皮衣","50012308","三级类目"
"50010520","呢大衣","50012308","三级类目"
"50010524","马甲","50008165","二级类目"
"50010527","衬衫","50008165","二级类目"
"50010530","披风/斗篷","50008165","二级类目"
"50010531","棉袄/棉服","50008165","二级类目"
"50010535","膨化食品","50010550","三级类目"
"50010537","连身衣/爬服/哈衣","50008165","二级类目"
"50010539","毛衣/针织衫","50008165","二级类目"
"50010540","套装","50008165","二级类目"
"50010547","防抓手套/护脚/护膝","50006583","三级类目"
"50010548","普通外套","50012308","三级类目"
"50010550","饼干/膨化","50002766","二级类目"
"50010566","新鲜蔬菜/蔬菜制品","50050359","二级类目"
"50010567","清洁美容工具","50002768","二级类目"
"50010568","支架","121705","三级类目"
"50010586","验钞机/笔","50024346","三级类目"
"50010593","车用炭类吸附品","50018698","三级类目"
"50010595","汽车儿童安全座椅","50014480","三级类目"
"50010596","司机护目镜","50014522","三级类目"
"50010599","车用灭火器","50014522","三级类目"
"50010600","警示牌","50022777","三级类目"
"50010605","服务器/Server","124044001","二级类目"
"50010607","笔记本个性小贴纸","50024095","三级类目"
"50010609","激活码测试号专区","50011665","二级类目"
"50010613","工作站","124044001","二级类目"
"50010614","手机零部件","50024094","三级类目"
"50010616","骑行服","122736001","三级类目"
"50010617","骑行鞋","122736001","三级类目"
"50010618","骑行头盔","122736001","三级类目"
"50010619","骑行眼镜/风镜","122736001","三级类目"
"50010621","自行车包","122736001","三级类目"
"50010625","车掸/蜡拖","50018772","三级类目"
"50010626","洗车水枪","50018772","三级类目"
"50010627","空调滤芯","50022759","三级类目"
"50010665","汽车装饰贴","50022749","三级类目"
"50010687","传真服务器","50008551","三级类目"
"50010689","旧版书","33","二级类目"
"50010690","考试教材","50010689","三级类目"
"50010691","小说","50010689","三级类目"
"50010693","文学","50010689","三级类目"
"50010694","期刊杂志","50010689","三级类目"
"50010697","漫画/动漫/杂志","50010689","三级类目"
"50010699","生活/保健","50010689","三级类目"
"50010700","艺术","50010689","三级类目"
"50010701","文化","50010689","三级类目"
"50010702","育儿书","50010689","三级类目"
"50010703","外语/语言文字","50010689","三级类目"
"50010704","管理/经济","50010689","三级类目"
"50010705","娱乐时尚","50010689","三级类目"
"50010706","工具书","50010689","三级类目"
"50010707","计算机","50010689","三级类目"
"50010708","法律/政治/历史","50010689","三级类目"
"50010709","社会科学","50010689","三级类目"
"50010710","医学","50010689","三级类目"
"50010711","哲学宗教","50010689","三级类目"
"50010712","旅游/地理","50010689","三级类目"
"50010714","在线学习卡","50010689","三级类目"
"50010715","儿童书","50010689","三级类目"
"50010726","GPS支架","50018720","三级类目"
"50010727","GPS充电器","50018720","三级类目"
"50010728","运动/瑜伽/健身/球迷用品","0","一级类目"
"50010731","电子阅览器/电纸书","50018004","二级类目"
"50010749","其它运动用品","50010728","二级类目"
"50010757","其它办公设备","50007218","二级类目"
"50010785","备用油箱","50022777","三级类目"
"50010788","彩妆/香水/美妆工具","0","一级类目"
"50010789","粉底液/膏","50010788","二级类目"
"50010790","粉饼","50010788","二级类目"
"50010792","蜜粉/散粉","50010788","二级类目"
"50010794","睫毛膏/睫毛增长液","50010788","二级类目"
"50010796","眼影","50010788","二级类目"
"50010797","眼线","50010788","二级类目"
"50010798","眉笔/眉粉/眉膏","50010788","二级类目"
"50010801","唇笔/唇线笔","50010788","二级类目"
"50010803","遮瑕","50010788","二级类目"
"50010805","腮红/胭脂","50010788","二级类目"
"50010807","唇彩/唇蜜","50010788","二级类目"
"50010808","唇膏/口红","50010788","二级类目"
"50010813","身体彩绘","50010788","二级类目"
"50010814","其它彩妆","50010788","二级类目"
"50010815","香水","50010788","二级类目"
"50010817","化妆/美容工具","122438001","三级类目"
"50010825","被子/蚕丝被/羽绒被/棉被","50008163","二级类目"
"50010828","跳舞毯","50010728","二级类目"
"50010847","投影机吊架","50008352","三级类目"
"50010848","投影机支架(三角架)","50008352","三级类目"
"50010849","投影机摇控器","50008352","三级类目"
"50010850","连衣裙","16","二级类目"
"50010871","方向盘锁","50022772","三级类目"
"50010891","豆腐乳","50009821","三级类目"
"50010892","汽车空调","50022745","三级类目"
"50010893","车用双面胶","50022749","三级类目"
"50010894","汽油添加剂","124766001","三级类目"
"50010895","湿巾","50012473","三级类目"
"50010896","空气降温剂","50018698","三级类目"
"50010916","网页游戏物品/资源","50011665","二级类目"
"50010956","黑板","50005752","三级类目"
"50011036","前掌垫","50009045","三级类目"
"50011037","增高垫","50009045","三级类目"
"50011038","防滑贴","50009045","三级类目"
"50011039","后跟贴","50009045","三级类目"
"50011040","鞋撑","50009045","三级类目"
"50011041","钥匙扣","50009046","三级类目"
"50011042","包挂件","50009046","三级类目"
"50011043","鞋扣","50009045","三级类目"
"50011093","胸花","50009339","三级类目"
"50011095","普通干电池","50003312","三级类目"
"50011123","衬衫","30","二级类目"
"50011127","皮裤","30","二级类目"
"50011129","西裤","30","二级类目"
"50011130","西服套装","30","二级类目"
"50011150","其它","50023724","二级类目"
"50011153","背心/马甲","30","二级类目"
"50011155","车轮锁/车位锁","50022777","三级类目"
"50011156","车用电扇","50022745","三级类目"
"50011157","美容小工具","50023068","三级类目"
"50011158","沐浴桶/沐浴盆","2132","三级类目"
"50011159","风衣","30","二级类目"
"50011161","皮衣","30","二级类目"
"50011165","棉衣","30","二级类目"
"50011167","羽绒服","30","二级类目"
"50011173","防蚊贴/防蚊手环","50025838","三级类目"
"50011175","刨冰机/碎冰机","50012488","三级类目"
"50011176","清凉油/防暑/醒神药油","50456019","三级类目"
"50011257","育儿/儿童教育音像","34","二级类目"
"50011266","阳光罐/月光罐","122968003","三级类目"
"50011277","短外套","16","二级类目"
"50011304","Z-征途怀旧版银子","50011752","三级类目"
"50011306","Z-征途怀旧版装备","50011751","三级类目"
"50011337","咖啡套具","122974003","三级类目"
"50011377","CMMB终端","50003321","三级类目"
"50011397","珠宝/钻石/翡翠/黄金","0","一级类目"
"50011403","书皮","50005757","三级类目"
"50011404","婚纱/旗袍/礼服","16","二级类目"
"50011411","医护制服","1624","三级类目"
"50011412","酒店工作制服","1624","三级类目"
"50011415","开关贴","50020840","三级类目"
"50011416","马桶帖","50020840","三级类目"
"50011418","车载手机充电器","50022745","三级类目"
"50011457","洗车海绵/洗车泥","50018772","三级类目"
"50011555","二手车拍卖","50024971","二级类目"
"50011556","羽毛球","50010728","二级类目"
"50011597","孕妇鞋","50012314","三级类目"
"50011617","寿司套件/料理套件","50012792","三级类目"
"50011637","HID氙气灯","50022764","三级类目"
"50011664","座钟","50008275","三级类目"
"50011665","网游装备/游戏币/帐号/代练","0","一级类目"
"50011674","足浴盆/足浴桶","2132","三级类目"
"50011676","炖锅/炖煲/汤煲","50002802","三级类目"
"50011677","汽锅","50002802","三级类目"
"50011678","火锅","50002802","三级类目"
"50011689","滤酒器","123006001","三级类目"
"50011690","滤冰器","123006001","三级类目"
"50011691","开罐器","123006001","三级类目"
"50011692","醒酒器","123006001","三级类目"
"50011693","酒签","123006001","三级类目"
"50011694","挤柠檬器","123006001","三级类目"
"50011695","冰夹","123006001","三级类目"
"50011696","漏斗","123006001","三级类目"
"50011697","运动壶/旅行壶","122996002","三级类目"
"50011698","防漏杯/密封杯","122996002","三级类目"
"50011699","运动服/休闲服装","0","一级类目"
"50011704","运动毛衣/线衫","50011699","二级类目"
"50011717","运动卫衣/套头衫","50011699","二级类目"
"50011718","运动风衣","50011699","二级类目"
"50011720","运动棉衣","50011699","二级类目"
"50011721","运动羽绒服","50011699","二级类目"
"50011726","运动半身裙","50023109","三级类目"
"50011733","炒菜机/烹饪锅","125206001","三级类目"
"50011738","墙贴","50020840","三级类目"
"50011739","运动茄克/外套","50011699","二级类目"
"50011740","流行男鞋","0","一级类目"
"50011743","靴子","50011740","二级类目"
"50011744","帆布鞋","50011740","二级类目"
"50011745","凉鞋","50011740","二级类目"
"50011746","拖鞋","50011740","二级类目"
"50011751","游戏装备","50011665","二级类目"
"50011752","游戏币","50011665","二级类目"
"50011753","游戏帐号","50011665","二级类目"
"50011754","游戏代练","50011665","二级类目"
"50011755","别针/回形针","50005736","三级类目"
"50011760","童车配件","50013198","三级类目"
"50011767","单反机身盖","50050598","三级类目"
"50011801","母乳储存保鲜","127302014","三级类目"
"50011810","乳头矫正","127302014","三级类目"
"50011814","电信话费充值卡","50004958","二级类目"
"50011820","乳房冷热敷","127302014","三级类目"
"50011823","轮胎防滑链","50022750","三级类目"
"50011826","家电影音周边配件","50008090","二级类目"
"50011827","数字电视机顶盒","50011972","二级类目"
"50011828","机顶盒共享器","50011826","三级类目"
"50011829","哺乳枕","127302014","三级类目"
"50011857","车载摄像头","50022743","三级类目"
"50011858","车载加热/保温杯","50022745","三级类目"
"50011859","汽车传感器","50018787","三级类目"
"50011866","影音家电配件","50011972","二级类目"
"50011867","耳机/耳麦配件","50011866","三级类目"
"50011868","清洁/挂烫机/电熨斗配件","50012135","三级类目"
"50011869","吸尘器/扫地机配件","50012135","三级类目"
"50011870","缝纫机配件","50012135","三级类目"
"50011871","风扇/换气扇配件","50012135","三级类目"
"50011872","净化/加湿抽湿机配件","50012135","三级类目"
"50011873","净水/饮水机配件耗材","50012099","三级类目"
"50011874","豆浆/搅拌/研磨机配件","50012099","三级类目"
"50011875","电煲/电锅类配件","50012099","三级类目"
"50011876","酸奶/咖啡机配件及辅料","50012099","三级类目"
"50011877","各类配件","50002768","二级类目"
"50011878","剃须刀配件","50024654","三级类目"
"50011879","桑拿浴箱配件","50024656","三级类目"
"50011880","按摩器材配件","50011877","三级类目"
"50011881","其它清洁美容配件","126766001","三级类目"
"50011882","电吹风配件","50024655","三级类目"
"50011883","牙刷头","50002768","二级类目"
"50011885","其它美体瘦身配件","50024645","三级类目"
"50011887","卷/直发器配件","50024655","三级类目"
"50011888","眼镜配件、护理剂","28","二级类目"
"50011890","镜布","50011888","三级类目"
"50011891","隐形眼镜伴侣盒","50011888","三级类目"
"50011892","成品光学镜","126412005","三级类目"
"50011893","功能眼镜","28","二级类目"
"50011894","眼镜架","126412005","三级类目"
"50011895","眼镜片","126412005","三级类目"
"50011896","滴眼液、护眼用品","28","二级类目"
"50011897","隐形眼镜清洁器","50011888","三级类目"
"50011898","老花镜","50011893","三级类目"
"50011899","游泳镜","50011893","三级类目"
"50011900","潜水镜","50011893","三级类目"
"50011901","机动车驾驶镜","50011893","三级类目"
"50011902","滑雪镜","50011893","三级类目"
"50011903","防蓝光镜","50011893","三级类目"
"50011905","文具套装/礼盒","50005757","三级类目"
"50011907","汽车防盗器","50022743","三级类目"
"50011914","汽车钥匙","50022772","三级类目"
"50011915","夜视镜","50011893","三级类目"
"50011917","画板/画架","50024641","三级类目"
"50011938","足浴器配件","50024656","三级类目"
"50011940","眼镜护理剂","50011888","三级类目"
"50011941","矫姿用品配件","50024645","三级类目"
"50011942","豆奶","50009857","三级类目"
"50011943","豆浆","50009857","三级类目"
"50011945","袋装奶茶","50016423","三级类目"
"50011946","姜汤","50009857","三级类目"
"50011947","双皮奶/姜汁撞奶","50009857","三级类目"
"50011949","特价酒店/特色客栈/公寓旅馆","0","一级类目"
"50011954","旅游服务","50024207","三级类目"
"50011960","L-浪漫庄园装备","50011751","三级类目"
"50011962","K-开心网","50011751","三级类目"
"50011972","影音电器","0","一级类目"
"50011975","毛绒布艺类玩具","25","二级类目"
"50011977","洁面","1801","二级类目"
"50011978","化妆水/爽肤水","1801","二级类目"
"50011979","面部精华","1801","二级类目"
"50011980","乳液/面霜","1801","二级类目"
"50011982","防晒","1801","二级类目"
"50011990","卸妆","1801","二级类目"
"50011991","其他保养","1801","二级类目"
"50011992","精油芳疗","1801","二级类目"
"50011993","面部护理套装","1801","二级类目"
"50011996","面部按摩霜","1801","二级类目"
"50011997","面部磨砂/去角质","1801","二级类目"
"50011999","单方精油","50011992","三级类目"
"50012000","复方精油","50011992","三级类目"
"50012001","基底精油","50011992","三级类目"
"50012002","纯露/花水","50011992","三级类目"
"50012003","无香基底产品","50011992","三级类目"
"50012004","手工皂/精油皂","50011992","三级类目"
"50012010","女士包袋","50006842","二级类目"
"50012019","旅行箱","50006842","二级类目"
"50012027","低帮鞋","50006843","二级类目"
"50012028","靴子","50006843","二级类目"
"50012029","运动鞋new","0","一级类目"
"50012031","篮球鞋","50012029","二级类目"
"50012032","凉鞋","50006843","二级类目"
"50012033","拖鞋","50006843","二级类目"
"50012036","跑步鞋","50012029","二级类目"
"50012037","网球鞋","50012029","二级类目"
"50012038","足球鞋","50012029","二级类目"
"50012041","综合训练鞋/室内健身鞋","50012029","二级类目"
"50012042","帆布鞋","50006843","二级类目"
"50012043","板鞋/休闲鞋","50012029","二级类目"
"50012044","帆布鞋","50012029","二级类目"
"50012047","雨鞋","50006843","二级类目"
"50012048","运动沙滩鞋/凉鞋","50012029","二级类目"
"50012049","运动拖鞋","50012029","二级类目"
"50012051","家居拖鞋/凉拖/棉拖/居家鞋","122852001","二级类目"
"50012064","其它运动鞋","50012029","二级类目"
"50012067","随身听/便携视听/收音","50011972","二级类目"
"50012068","游戏手柄","20","二级类目"
"50012075","购物袋/环保袋","122966001","三级类目"
"50012076","饭盒袋","122966001","三级类目"
"50012079","方向盘","20","二级类目"
"50012080","摇杆","20","二级类目"
"50012082","厨房电器","0","一级类目"
"50012083","家用保健器材","50002768","二级类目"
"50012089","专车专用座套","50014480","三级类目"
"50012090","通用座垫","50014480","三级类目"
"50012094","方向盘套","50014480","三级类目"
"50012097","搅拌/料理机","50012082","二级类目"
"50012099","厨房家电配件","50012082","二级类目"
"50012100","生活电器","0","一级类目"
"50012101","干衣机","50012100","二级类目"
"50012102","车用窗帘","50014480","三级类目"
"50012104","扶手箱","50022760","三级类目"
"50012106","车用钥匙扣","50014522","三级类目"
"50012107","车用钥匙包","50014522","三级类目"
"50012110","车用指南针/指南球","50014522","三级类目"
"50012111","方向盘助力器","50014522","三级类目"
"50012112","车用电子钟表","50014522","三级类目"
"50012118","CD包/夹/袋","50014480","三级类目"
"50012119","车用眼镜夹/票据夹","50014522","三级类目"
"50012120","车用水杯架/饮料架","50014522","三级类目"
"50012121","车用笔记本架","50014522","三级类目"
"50012122","车用衣服架","50014522","三级类目"
"50012123","车用烟灰缸","50014522","三级类目"
"50012127","驾驶证件套","50014522","三级类目"
"50012131","乘用车轮胎","50018708","三级类目"
"50012134","轮毂盖","50022777","三级类目"
"50012135","生活家电配件","50012100","二级类目"
"50012138","通用脚垫","50014480","三级类目"
"50012139","防滑垫/防护垫","50014480","三级类目"
"50012140","专车专用后备箱垫","50014480","三级类目"
"50012142","Hifi音箱/功放/器材","50011972","二级类目"
"50012143","低音炮","50012142","三级类目"
"50012144","耳放","50012142","三级类目"
"50012145","话放","50012142","三级类目"
"50012146","Hifi套装","50012142","三级类目"
"50012148","工程解决方案","50011972","二级类目"
"50012149","扩音器/录像机","50011972","二级类目"
"50012158","MD","50012067","三级类目"
"50012159","CD随身听","50012067","三级类目"
"50012160","PSP专用配件","20","二级类目"
"50012161","WII/WIIU专用配件","20","二级类目"
"50012162","PS主机专用配件","20","二级类目"
"50012163","DS/3DS专用配件","20","二级类目"
"50012164","闪存卡/U盘/存储/移动硬盘","0","一级类目"
"50012165","U盘","50012164","二级类目"
"50012166","闪存卡","50012164","二级类目"
"50012167","记忆棒","50012164","二级类目"
"50012186","石斛/枫斗","50020275","二级类目"
"50012188","桂圆干/龙眼","50016820","三级类目"
"50012189","荔枝干","50016820","三级类目"
"50012190","茯苓","50015218","三级类目"
"50012191","其它阿胶制品","50015219","三级类目"
"50012193","银耳/白木耳","50016820","三级类目"
"50012194","百合干","50016820","三级类目"
"50012195","五加皮","50020296","三级类目"
"50012196","决明子","50015218","三级类目"
"50012226","防撞条","50005952","三级类目"
"50012227","布尿裤","50012711","三级类目"
"50012246","胎毛章","50000813","三级类目"
"50012247","胎毛挂坠/挂件","50000813","三级类目"
"50012248","胎毛绣","50000813","三级类目"
"50012307","有线鼠标","11","二级类目"
"50012308","外套/夹克/大衣","50008165","二级类目"
"50012310","风衣","50012308","三级类目"
"50012314","产妇帽/孕妇袜/孕妇鞋","50022517","二级类目"
"50012320","无线鼠标","11","二级类目"
"50012322","羽毛球","50011556","三级类目"
"50012323","羽毛球拍","50011556","三级类目"
"50012324","羽毛球包","50011556","三级类目"
"50012325","羽毛球服","50011556","三级类目"
"50012327","羽毛球拍线","50011556","三级类目"
"50012328","手胶/吸汗带","50011556","三级类目"
"50012329","球网","50011556","三级类目"
"50012331","羽毛球鞋","50012029","二级类目"
"50012332","运动毛巾","50011556","三级类目"
"50012333","运动袜","50011556","三级类目"
"50012341","运动鞋","122650005","二级类目"
"50012342","皮鞋","122650005","二级类目"
"50012343","帆布鞋","122650005","二级类目"
"50012345","学步鞋","122650005","二级类目"
"50012346","凉鞋","122650005","二级类目"
"50012347","靴子/雪地靴","122650005","二级类目"
"50012348","棉鞋","122650005","二级类目"
"50012349","拖鞋","122650005","二级类目"
"50012351","传统布鞋/手工编织鞋","122650005","二级类目"
"50012353","雨靴","122650005","二级类目"
"50012354","孕妇装","50022517","二级类目"
"50012355","外套/风衣","50012354","三级类目"
"50012357","连衣裙","50012354","三级类目"
"50012358","毛衣","50012354","三级类目"
"50012359","针织衫","50012354","三级类目"
"50012360","T恤","50012354","三级类目"
"50012361","套装","50012354","三级类目"
"50012363","托腹带/保胎带","50006000","三级类目"
"50012365","衬衫/雪纺衫","50012354","三级类目"
"50012369","卫衣/绒衫","50012354","三级类目"
"50012371","马甲","50012354","三级类目"
"50012372","吊带/背心","50012354","三级类目"
"50012374","防辐射","50022517","二级类目"
"50012378","防辐射吊带","50012374","三级类目"
"50012379","防辐射套装","50012374","三级类目"
"50012380","防辐射肚兜/护胎宝","50012374","三级类目"
"50012381","防辐射围裙","50012374","三级类目"
"50012382","蛋/蛋制品","50050359","二级类目"
"50012383","待加工香肠","50050573","三级类目"
"50012384","腊/腌肉","50050573","三级类目"
"50012385","鸡蛋","50050687","三级类目"
"50012386","鸭蛋","50050687","三级类目"
"50012387","其它","50050687","三级类目"
"50012389","奶精炼乳","123190001","三级类目"
"50012390","奶油","123190001","三级类目"
"50012391","含乳饮料","50604012","三级类目"
"50012392","纯牛奶","50604012","三级类目"
"50012395","其它","50016820","三级类目"
"50012404","儿童包/背包/箱包","25","二级类目"
"50012406","书包","50012404","三级类目"
"50012410","斜挎包/拎包/腰包","50012404","三级类目"
"50012411","零钱包","50012404","三级类目"
"50012412","睡袋/凉席/枕头/床品","50014812","二级类目"
"50012413","睡袋/防踢被","50012412","三级类目"
"50012414","婴童抱被/抱毯","50012412","三级类目"
"50012415","育儿背巾","50006020","三级类目"
"50012418","婴童床垫","50012412","三级类目"
"50012419","婴童凉席系列","50012412","三级类目"
"50012420","婴童枕头/枕芯","50012412","三级类目"
"50012421","婴童床品套件","50012412","三级类目"
"50012424","亲子装/亲子时装","50008165","二级类目"
"50012436","理发/指甲钳/量温等护理小用品","50014812","二级类目"
"50012437","宝宝剪刀/指甲钳","50012436","三级类目"
"50012440","宝宝理发器","50012436","三级类目"
"50012441","沐浴棉/浴擦","50014248","三级类目"
"50012442","宝宝量温","50012436","三级类目"
"50012444","宝宝棉棒/棉签","50012436","三级类目"
"50012445","吸鼻器","50012436","三级类目"
"50012446","浴盆","50014248","三级类目"
"50012448","牙胶/牙刷/牙膏","50014812","二级类目"
"50012453","牙膏","50012448","三级类目"
"50012454","牙膏牙刷套装","50012448","三级类目"
"50012455","游泳池/戏水玩具","25","二级类目"
"50012456","戏水/玩沙玩具","50012455","三级类目"
"50012457","游泳池","50012455","三级类目"
"50012458","婴儿/儿童游泳圈","50012455","三级类目"
"50012459","救生衣","50012455","三级类目"
"50012460","水温计","50014248","三级类目"
"50012461","充气筒","50012455","三级类目"
"50012463","溶质","50012455","三级类目"
"50012466","清洁液/洗衣液/柔顺剂","50014812","二级类目"
"50012467","宝宝洗衣液","50012466","三级类目"
"50012468","衣物柔顺/柔软剂","50012466","三级类目"
"50012469","宝宝洗衣粉","50012466","三级类目"
"50012470","Q-棋牌游戏","50011752","三级类目"
"50012471","L-论坛邀请码","50011753","三级类目"
"50012473","纸品/湿巾","50025705","二级类目"
"50012475","卫生巾","50016889","三级类目"
"50012476","护垫","50016889","三级类目"
"50012478","抽纸","50012473","三级类目"
"50012480","手帕纸","50012473","三级类目"
"50012481","成人用纸尿护理用品","50016889","三级类目"
"50012487","家庭环境清洁剂","50025705","二级类目"
"50012488","厨房电器配套用品","50008281","三级类目"
"50012489","储物瓶罐/厨房储物器皿","50008281","三级类目"
"50012490","DIY模具","50008281","三级类目"
"50012493","烧烤车","50012549","三级类目"
"50012494","烧烤盘","50012549","三级类目"
"50012495","烧烤夹/叉/铲/针","50012549","三级类目"
"50012496","烧烤网","50012549","三级类目"
"50012497","烧烤炭","50012549","三级类目"
"50012498","固态酒精","50012549","三级类目"
"50012499","烧烤刷","50012549","三级类目"
"50012501","锡纸/油纸","50012549","三级类目"
"50012502","手动鼓风机","50012549","三级类目"
"50012505","擀面杖","50012550","三级类目"
"50012507","面粉筛","50012550","三级类目"
"50012508","烘焙用纸","50012550","三级类目"
"50012509","裱花嘴/裱花枪/裱花袋","50012550","三级类目"
"50012510","点心包装盒/包装袋","50012550","三级类目"
"50012512","保暖贴/怀炉/保暖用品","21","二级类目"
"50012514","防护用品","21","二级类目"
"50012515","防护服","50012514","三级类目"
"50012516","防护鞋","50012514","三级类目"
"50012517","护目镜","50012514","三级类目"
"50012518","防护面具","50012514","三级类目"
"50012519","防护耳罩","50012514","三级类目"
"50012520","防护手套","50012514","三级类目"
"50012521","安全帽","50012514","三级类目"
"50012527","垃圾桶/垃圾架","50003949","三级类目"
"50012530","隔尿垫巾","50012711","三级类目"
"50012531","纱布尿布","50012711","三级类目"
"50012532","防辐射布料","50012374","三级类目"
"50012546","湿巾","50014812","二级类目"
"50012548","黑木耳","50016820","三级类目"
"50012549","烧烤架炉/烧烤DIY用具","50002258","三级类目"
"50012550","烘培DIY器具","50002258","三级类目"
"50012579","手机电池","50024094","三级类目"
"50012580","笔记本电池","50024095","三级类目"
"50012581","数码相机电池","50024096","三级类目"
"50012582","笔记本电脑包","50024095","三级类目"
"50012583","数码相机包","50024096","三级类目"
"50012584","手机充电器","50024094","三级类目"
"50012585","笔记本电源","50024095","三级类目"
"50012586","数码相机充电器","50024096","三级类目"
"50012587","手机贴膜","50024094","三级类目"
"50012588","笔记本屏幕贴膜","50024095","三级类目"
"50012589","液晶屏保护膜","50050600","三级类目"
"50012590","蜂巢素","50005773","三级类目"
"50012598","西式糕点","50552001","三级类目"
"50012599","洗发帽","50014248","三级类目"
"50012600","办公设备配件及相关服务","50007218","二级类目"
"50012601","打印机配件","50007218","二级类目"
"50012602","复印机配件","50024400","三级类目"
"50012603","多功能一体机配件","50024258","三级类目"
"50012604","扫描仪配件","50024400","三级类目"
"50012605","传真机配件","50008551","三级类目"
"50012606","收款机配件","50024346","三级类目"
"50012607","打字机配件","50024400","三级类目"
"50012608","考勤机配件","50024394","三级类目"
"50012609","标签机配件","50024400","三级类目"
"50012610","装订机配件","50024369","三级类目"
"50012611","塑封机配件","50024369","三级类目"
"50012612","刻字机配件","50024400","三级类目"
"50012613","点钞机配件","50024346","三级类目"
"50012614","幻灯机配件","50024400","三级类目"
"50012615","通信设备配件","50008551","三级类目"
"50012616","条码扫描枪配件","50024300","三级类目"
"50012617","电子辞典/学习机配件","50024104","三级类目"
"50012618","刻录盘个性化服务","50024389","三级类目"
"50012622","感光鼓芯","50012601","三级类目"
"50012623","计数芯片","50012601","三级类目"
"50012624","喷头/打印头","50012601","三级类目"
"50012625","定影膜","50012601","三级类目"
"50012626","搓纸轮","50012601","三级类目"
"50012627","主板","50012601","三级类目"
"50012628","定影下辊","50012601","三级类目"
"50012629","分页器","50012601","三级类目"
"50012630","激光器","50012601","三级类目"
"50012631","定影上辊","50012601","三级类目"
"50012632","接口板","50012601","三级类目"
"50012633","电源板","50012601","三级类目"
"50012634","电源","50012601","三级类目"
"50012635","定影齿轮","50012601","三级类目"
"50012636","下辊轴套","50012601","三级类目"
"50012637","定影灯管","50012601","三级类目"
"50012638","传感器","50012601","三级类目"
"50012639","摆轮","50012601","三级类目"
"50012640","上辊轴套","50012601","三级类目"
"50012641","转印辊","50012601","三级类目"
"50012642","上导电辊","50012601","三级类目"
"50012643","出纸杆","50012601","三级类目"
"50012645","收纳/陈列用品","50018004","二级类目"
"50012646","资料册","50012645","三级类目"
"50012649","文件座/文件架/文件框","50012645","三级类目"
